sample_id,case_id,boundary_type,x_star,y_star,u_bc,v_bc,p_bc,normal_x,normal_y
327,C-base,outlet,16.0,-0.182,,,0.0,1.0,0.0
328,C-base,outlet,16.0,-0.175,,,0.0,1.0,0.0
329,C-base,outlet,16.0,-0.16799999999999998,,,0.0,1.0,0.0
330,C-base,outlet,16.0,-0.161,,,0.0,1.0,0.0
331,C-base,outlet,16.0,-0.154,,,0.0,1.0,0.0
332,C-base,outlet,16.0,-0.147,,,0.0,1.0,0.0
333,C-base,outlet,16.0,-0.14,,,0.0,1.0,0.0
334,C-base,outlet,16.0,-0.133,,,0.0,1.0,0.0
335,C-base,outlet,16.0,-0.126,,,0.0,1.0,0.0
336,C-base,outlet,16.0,-0.119,,,0.0,1.0,0.0
337,C-base,outlet,16.0,-0.11199999999999999,,,0.0,1.0,0.0
338,C-base,outlet,16.0,-0.10500000000000001,,,0.0,1.0,0.0
339,C-base,outlet,16.0,-0.09799999999999998,,,0.0,1.0,0.0
340,C-base,outlet,16.0,-0.09100000000000003,,,0.0,1.0,0.0
341,C-base,outlet,16.0,-0.08400000000000002,,,0.0,1.0,0.0
342,C-base,outlet,16.0,-0.07700000000000001,,,0.0,1.0,0.0
343,C-base,outlet,16.0,-0.07,,,0.0,1.0,0.0
344,C-base,outlet,16.0,-0.063,,,0.0,1.0,0.0
345,C-base,outlet,16.0,-0.055999999999999994,,,0.0,1.0,0.0
346,C-base,outlet,16.0,-0.04899999999999999,,,0.0,1.0,0.0
347,C-base,outlet,16.0,-0.04200000000000004,,,0.0,1.0,0.0
348,C-base,outlet,16.0,-0.03500000000000003,,,0.0,1.0,0.0
349,C-base,outlet,16.0,-0.028000000000000025,,,0.0,1.0,0.0
350,C-base,outlet,16.0,-0.02100000000000002,,,0.0,1.0,0.0
351,C-base,outlet,16.0,-0.014000000000000012,,,0.0,1.0,0.0
352,C-base,outlet,16.0,-0.007000000000000006,,,0.0,1.0,0.0
353,C-base,outlet,16.0,0.0,,,0.0,1.0,0.0
354,C-base,outlet,16.0,0.007000000000000006,,,0.0,1.0,0.0
355,C-base,outlet,16.0,0.014000000000000012,,,0.0,1.0,0.0
356,C-base,outlet,16.0,0.020999999999999963,,,0.0,1.0,0.0
357,C-base,outlet,16.0,0.02799999999999997,,,0.0,1.0,0.0
358,C-base,outlet,16.0,0.034999999999999976,,,0.0,1.0,0.0
359,C-base,outlet,16.0,0.04199999999999998,,,0.0,1.0,0.0
360,C-base,outlet,16.0,0.04899999999999999,,,0.0,1.0,0.0
